Geneid	protein_id	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3
SAOUHSC_01936	ABD30999.1	serine protease SplE	894	489	417	273	348	81
SAOUHSC_01937	ABD31000.1	hypothetical protein	8	0	6	3	6	2
SAOUHSC_01938	ABD31001.1	serine protease SplD	1134	606	510	302	504	201
SAOUHSC_01939	ABD31002.1	serine protease SplC	1277	783	618	406	684	146
SAOUHSC_01941	ABD31003.1	serine protease SplB	1192	687	614	446	975	176
SAOUHSC_01942	ABD31004.1	serine protease SplA	1261	688	566	455	792	174
SAOUHSC_01943	ABD31005.1	conserved hypothetical protein	63	52	56	66	91	8
SAOUHSC_01944	ABD31006.1	conserved hypothetical protein	992	549	577	997	743	101
SAOUHSC_01945	ABD31007.1	membrane protein%2C putative	682	565	536	1333	2316	216
SAOUHSC_01947	ABD31008.1	membrane protein%2C putative	593	562	380	1403	1361	598
SAOUHSC_01948	ABD31009.1	ABC transporter domain protein	1196	1330	812	2690	3182	455
SAOUHSC_01949	ABD31010.1	intracellular serine protease%2C putative	1224	980	693	1358	1742	204
SAOUHSC_01950	ABD31011.1	flavoprotein%2C epiD%2C putative	72	47	51	45	47	6
SAOUHSC_01951	ABD31012.1	epidermin biosynthesis protein EpiC%2C authentic point mutation	382	193	235	208	265	25
SAOUHSC_01952	ABD31013.1	lantibiotic epidermin biosynthesis protein EpiB%2C putative	754	443	522	511	686	39
SAOUHSC_01953	ABD31014.1	Gallidermin superfamily epiA%2C putative	415	265	189	188	170	6
SAOUHSC_01954	ABD31015.1	leukotoxin%2C LukD	637	443	407	305	337	38
SAOUHSC_01955	ABD31016.1	leukotoxin%2C LukE%2C putative	450	306	301	188	183	15
SAOUHSC_01956	ABD31017.1	conserved hypothetical protein	685	544	594	359	300	24
SAOUHSC_01957	ABD31018.1	conserved hypothetical protein	1948	1396	1546	2816	4801	471
SAOUHSC_T00050	NA	NA	157	124	82	231	173	163
SAOUHSC_T00019	NA	NA	743	584	436	538	184	658
SAOUHSC_T0009	NA	NA	311	233	196	190	37	151
SAOUHSC_T00022	NA	NA	440	371	328	294	82	160
SAOUHSC_T00026	NA	NA	1262	878	895	838	475	648
SAOUHSC_T00042	NA	NA	1022	822	793	945	755	478
SAOUHSC_T00012	NA	NA	154	108	84	173	94	151
SAOUHSC_T00038	NA	NA	311	258	199	498	245	546
SAOUHSC_01958	ABD31019.1	conserved hypothetical protein	797	726	564	1510	2122	493
SAOUHSC_01959	ABD31020.1	conserved hypothetical protein	1315	895	1054	942	1352	437
SAOUHSC_01960	ABD31021.1	protoporphyrinogen oxidase	5605	5155	4298	5089	6375	1212
SAOUHSC_01961	ABD31022.1	ferrochelatase	2744	2669	1987	2983	3817	991
SAOUHSC_01962	ABD31023.1	uroporphyrinogen decarboxylase	2832	2687	2114	3329	4824	588
SAOUHSC_01963	ABD31024.1	conserved hypothetical protein	1	0	3	3	2	3
SAOUHSC_01964	ABD31025.1	conserved hypothetical protein	3265	2979	1729	13822	19046	697
SAOUHSC_01966	ABD31026.1	conserved hypothetical protein	2688	1761	1755	5163	6355	791
SAOUHSC_01967	ABD31027.1	ABC transporter%2C ATP-binding protein%2C putative	1641	1265	914	4000	4035	460
SAOUHSC_01968	ABD31028.1	conserved hypothetical protein	2685	2236	1965	4528	5470	197
SAOUHSC_01969	ABD31029.1	conserved hypothetical protein	10031	8680	6137	34288	34069	15918
SAOUHSC_01971	ABD31030.1	conserved hypothetical protein	163	124	111	539	471	42
SAOUHSC_01972	ABD31031.1	protein export protein PrsA%2C putative	53955	39548	50036	10441	15321	1935
SAOUHSC_01973	ABD31032.1	conserved hypothetical protein	8675	6110	6203	10943	12769	2101
SAOUHSC_01974	ABD31033.1	conserved hypothetical protein	14439	11022	10948	23460	27670	3630
SAOUHSC_01975	ABD31034.1	conserved hypothetical protein	3283	2748	2374	10818	12728	1092
SAOUHSC_01976	ABD31035.1	conserved hypothetical protein	76	61	50	23	26	2
SAOUHSC_01977	ABD31036.1	conserved hypothetical protein	8073	6279	4931	10651	11910	846
SAOUHSC_01978	ABD31037.1	conserved hypothetical protein	3656	2469	2621	3369	3639	288
SAOUHSC_01979	ABD31038.1	conserved hypothetical protein	1569	1188	1044	1126	1193	85
SAOUHSC_01980	ABD31039.1	DNA-binding response regulator%2C putative	964	745	647	2002	2487	117
SAOUHSC_01981	ABD31040.1	sensor histidine kinase%2C putative	2058	1633	1295	3544	3694	303
SAOUHSC_01982	ABD31041.1	ribosomal large subunit pseudouridine synthase%2C RluD subfamily%2C putative	2809	2503	1696	5329	5239	933
SAOUHSC_01983	ABD31042.1	fumarate hydratase%2C class II	3999	3387	2237	9941	10307	2962
SAOUHSC_01984	ABD31043.1	conserved hypothetical protein	407	314	335	757	651	46
SAOUHSC_01985	ABD31044.1	conserved hypothetical protein	490	393	331	664	780	271
SAOUHSC_01986	ABD31045.1	conserved hypothetical protein	6205	4543	3781	10079	8451	1048
SAOUHSC_01987	ABD31046.1	conserved hypothetical protein	16800	14709	10525	29435	28345	3784
SAOUHSC_01988	ABD31047.1	conserved hypothetical protein	973	832	743	1156	1548	311
SAOUHSC_01989	ABD31048.1	conserved hypothetical protein	2161	1860	1694	2965	3841	739
SAOUHSC_01990	ABD31049.1	amino acid ABC transporter%2C ATP-binding protein%2C putative	1878	1229	1596	655	1460	360
SAOUHSC_01991	ABD31050.1	ABC transporter%2C permease protein%2C putative	2117	1492	1841	597	1901	156
SAOUHSC_01992	ABD31051.1	Phosphotransferase system%2C EIIC domain protein	2690	2598	2433	3750	3887	665
SAOUHSC_01993	ABD31052.1	transposase%2C putative	1551	1335	1352	784	635	36
SAOUHSC_T00031	NA	NA	2934	1945	1550	4289	3214	6919
SAOUHSC_T00023	NA	NA	4437	2834	3881	1845	1495	1325
SAOUHSC_T00015	NA	NA	597	479	377	286	152	125
SAOUHSC_T00016	NA	NA	1711	1222	1060	967	173	353
SAOUHSC_T00027	NA	NA	2491	2072	1513	1173	346	986
SAOUHSC_T00056	NA	NA	1352	1372	849	532	376	500
SAOUHSC_T00057	NA	NA	2036	1665	1689	1489	2726	1040
SAOUHSC_T00054	NA	NA	1784	1794	1344	512	629	191
SAOUHSC_T00043	NA	NA	0	0	0	0	0	0
SAOUHSC_A01909	ABD32059.1	hypothetical protein	0	0	0	0	0	0
SAOUHSC_T00013	NA	NA	0	0	0	0	0	0
SAOUHSC_T00039	NA	NA	1637	986	837	519	118	566
SAOUHSC_T00051	NA	NA	3834	3334	2606	1113	319	496
SAOUHSC_A01910	ABD32060.1	hypothetical protein	0	0	0	0	0	0
SAOUHSC_T00014	NA	NA	0	0	0	0	0	0
SAOUHSC_T00052	NA	NA	0	0	0	0	0	0
SAOUHSC_T00040	NA	NA	0	0	0	0	0	0
SAOUHSC_T00041	NA	NA	6914	3631	5585	2474	1780	1664
SAOUHSC_T0002	NA	NA	941	565	615	299	216	192
SAOUHSC_T00045	NA	NA	777	499	518	445	607	340
SAOUHSC_T0007	NA	NA	4235	5638	2459	1975	889	1156
SAOUHSC_T00032	NA	NA	728	676	381	439	104	122
SAOUHSC_T00024	NA	NA	68	54	69	30	12	9
SAOUHSC_T00033	NA	NA	3106	2434	1326	1822	61	1203
SAOUHSC_T00036	NA	NA	968	1181	477	437	176	397
SAOUHSC_T00055	NA	NA	746	212	369	276	118	181
SAOUHSC_T00060	NA	NA	12	11	9	4	3	1
SAOUHSC_R00013	NA	NA	10	4	0	4	0	6
SAOUHSC_R0008	NA	NA	1797	2595	762	1290	918	2512
SAOUHSC_T0003	NA	NA	3914	1420	1863	660	558	513
SAOUHSC_A01912	ABD32061.1	conserved hypothetical protein	0	0	0	0	0	0
SAOUHSC_T00028	NA	NA	0	0	0	0	0	0
SAOUHSC_R0003	NA	NA	400	220	91	490	314	932
SAOUHSC_01997	ABD31053.1	ferric uptake regulator-like protein%2C putative	30780	23309	23116	26328	36274	1880
SAOUHSC_01998	ABD31054.1	conserved hypothetical protein	3192	2218	2818	4323	6811	428
SAOUHSC_01999	ABD31055.1	conserved hypothetical protein	1409	997	1140	2194	4067	183
SAOUHSC_02000	ABD31056.1	glutamate-1-semialdehyde-2%2C1-aminomutase%2C putative	7302	5274	7342	3636	4099	1530
SAOUHSC_02001	ABD31057.1	conserved hypothetical protein	11457	8043	11452	6731	9672	951
SAOUHSC_02002	ABD31058.1	hypothetical protein	162	115	110	114	112	9
SAOUHSC_02003	ABD31059.1	ABC transporter%2C ATP-binding/permease protein%2C putative	7779	8241	5714	4622	5846	804
SAOUHSC_02004	ABD31060.1	conserved hypothetical protein	9130	6769	9319	3455	3833	818
SAOUHSC_02005	ABD31061.1	A/G-specific adenine glycosylase%2C putative	3027	2284	2713	2103	2726	265
SAOUHSC_02006	ABD31062.1	conserved hypothetical protein	15074	11388	10834	7332	7279	1465
SAOUHSC_02007	ABD31063.1	hypothetical protein	580	249	497	450	542	89
SAOUHSC_02008	ABD31064.1	conserved hypothetical protein	1013	506	951	1419	1638	123
SAOUHSC_02009	ABD31065.1	conserved hypothetical protein	2128	1482	1704	4506	5609	701
SAOUHSC_02010	ABD31066.1	conserved hypothetical protein	407	280	308	1221	2007	193
SAOUHSC_02011	ABD31067.1	conserved hypothetical protein	710	541	518	1560	2754	193
SAOUHSC_02012	ABD31068.1	Transglycosylase domain protein	19610	17165	18782	7937	11614	825
SAOUHSC_02013	ABD31069.1	conserved hypothetical protein	6688	6323	4795	14930	14748	2630
SAOUHSC_02014	ABD31070.1	conserved hypothetical protein	584	468	511	769	796	36
SAOUHSC_02015	ABD31071.1	hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02016	ABD31072.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02017	ABD31073.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02018	ABD31074.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02019	ABD31075.1	autolysin	0	0	0	0	0	0
SAOUHSC_02020	ABD31076.1	holin	0	0	0	0	0	0
SAOUHSC_02021	ABD31077.1	phi ETA orf 63-like protein	0	0	0	0	0	0
SAOUHSC_02022	ABD31078.1	phage tail fiber protein%2C putative	0	0	0	0	0	0
SAOUHSC_02023	ABD31079.1	bifunctional autolysin precursor	0	0	0	0	0	0
SAOUHSC_02025	ABD31080.1	phi SLT orf 99-like protein	0	0	0	0	0	0
SAOUHSC_02026	ABD31081.1	phi ETA orf 58-like protein-related protein	0	0	0	0	0	0
SAOUHSC_02027	ABD31082.1	SLT orf 129-like protein	0	0	0	0	0	0
SAOUHSC_02028	ABD31083.1	phiETA ORF57-like protein	0	0	0	0	0	0
SAOUHSC_02029	ABD31084.1	phi ETA orf 56-like protein	0	0	0	0	0	0
SAOUHSC_02030	ABD31085.1	phi ETA orf 55-like protein	0	0	0	0	0	0
SAOUHSC_02031	ABD31086.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02033	ABD31087.1	phage tape measure protein	0	0	0	0	0	0
SAOUHSC_02034	ABD31088.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02035	ABD31089.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02036	ABD31090.1	phage structural protein%2C putative	0	0	0	0	0	0
SAOUHSC_02037	ABD31091.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02038	ABD31092.1	phage protein%2C HK97 gp10 family	0	0	0	0	0	0
SAOUHSC_02040	ABD31093.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02041	ABD31094.1	phi Mu50B-like protein	0	0	0	0	0	0
SAOUHSC_02042	ABD31095.1	phi Mu50B-like protein	0	0	0	0	0	0
SAOUHSC_02043	ABD31096.1	phage head protein%2C putative	0	0	0	0	0	0
SAOUHSC_02044	ABD31097.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02046	ABD31098.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02047	ABD31099.1	phage putative head morphogenesis protein%2C SPP1 gp7 family domain protein	0	0	0	0	0	0
SAOUHSC_02048	ABD31100.1	phage portal protein%2C SPP1 family	0	0	0	0	0	0
SAOUHSC_02049	ABD31101.1	phage terminase%2C large subunit%2C PBSX family	0	0	0	0	0	0
SAOUHSC_02050	ABD31102.1	terminase small subunit%2C putative	0	0	0	0	0	0
SAOUHSC_02051	ABD31103.1	int gene activator RinA	0	0	0	0	0	0
SAOUHSC_02052	ABD31104.1	hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02053	ABD31105.1	transcriptional activator rinb-related protein	0	0	0	0	0	0
SAOUHSC_02054	ABD31106.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02055	ABD31107.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02056	ABD31108.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02057	ABD31109.1	dUTP pyrophosphatase	0	0	0	0	0	0
SAOUHSC_02058	ABD31110.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02059	ABD31111.1	phi PVL orf 52-like protein	0	0	0	0	0	0
SAOUHSC_02060	ABD31112.1	phi PVL orf 51-like protein	0	0	0	0	0	0
SAOUHSC_02061	ABD31113.1	phi PVL orf 50-like protein	0	0	0	0	0	0
SAOUHSC_02062	ABD31114.1	helix-turn-helix DNA binding protein	0	0	0	0	0	0
SAOUHSC_02063	ABD31115.1	PV83 orf 23-like protein-related protein	0	0	0	0	0	0
SAOUHSC_02064	ABD31116.1	phi ETA orf 25-like protein	0	0	0	0	0	0
SAOUHSC_02065	ABD31117.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02066	ABD31118.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02067	ABD31119.1	bacteriophage L54a%2C DnaB-like helicase family protein	0	0	0	0	0	0
SAOUHSC_02068	ABD31120.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02069	ABD31121.1	phi PV83 orf 20-like protein	0	0	0	0	0	0
SAOUHSC_02070	ABD31122.1	phi PV83 orf 19-like protein	0	0	0	0	0	0
SAOUHSC_02071	ABD31123.1	single-strand DNA-binding protein%2C putative	0	0	0	0	0	0
SAOUHSC_02072	ABD31124.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02073	ABD31125.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02074	ABD31126.1	phi PVL orf 39-like protein	0	0	0	0	0	0
SAOUHSC_02075	ABD31127.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02076	ABD31128.1	phi PVL orf 38-like protein-related protein	0	0	0	0	0	0
SAOUHSC_02077	ABD31129.1	phi PV83 orf 12-like protein-related protein	0	0	0	0	0	0
SAOUHSC_02078	ABD31130.1	phi PV83 orf 10-like protein	0	0	0	0	0	0
SAOUHSC_02079	ABD31131.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02080	ABD31132.1	bacteriophage L54a%2C antirepressor%2C putative	0	0	0	0	0	0
SAOUHSC_02081	ABD31133.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02083	ABD31134.1	bacteriophage L54a%2C Cro-related protein	0	0	0	0	0	0
SAOUHSC_02084	ABD31135.1	phage repressor protein%2C putative	0	0	0	0	0	0
SAOUHSC_02085	ABD31136.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02086	ABD31137.1	PV83 orf 4-like protein-related protein	0	0	0	0	0	0
SAOUHSC_02087	ABD31138.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02088	ABD31139.1	excisionase-related protein	0	0	0	0	0	0
SAOUHSC_02089	ABD31140.1	integrase%2C phage family%2C putative	0	0	0	0	0	0
SAOUHSC_02090	ABD31141.1	conserved hypothetical phage protein	4849	3588	4425	3363	4058	440
SAOUHSC_02091	ABD31142.1	conserved hypothetical protein	4610	3358	3905	7257	12253	1889
SAOUHSC_02092	ABD31143.1	aminopeptidase PepS%2C putative	6114	4331	5008	10089	13462	1879
SAOUHSC_02093	ABD31144.1	conserved hypothetical protein	446	225	470	677	1358	72
SAOUHSC_02095	ABD31145.1	conserved hypothetical protein	9207	9128	7118	38680	76889	15985
SAOUHSC_02096	ABD31146.1	conserved hypothetical protein	7755	6832	6044	27392	27621	3622
SAOUHSC_02097	ABD31147.1	conserved hypothetical protein	5850	5075	4497	22624	22024	2843
SAOUHSC_02098	ABD31148.1	DNA-binding response regulator VraR%2C putative	15889	12540	14909	3853	4946	620
SAOUHSC_02099	ABD31149.1	histidine kinase%2C putative	19157	14243	19215	4938	5969	385
SAOUHSC_02100	ABD31150.1	conserved hypothetical protein	4443	3480	3993	1662	2095	130
SAOUHSC_02101	ABD31151.1	conserved hypothetical protein	1487	1208	1807	730	1832	24
SAOUHSC_02102	ABD31152.1	methionine aminopeptidase%2C type I	3256	2172	2383	3625	2998	534
SAOUHSC_A02013	ABD32062.1	conserved hypothetical protein	214	170	146	426	378	412
SAOUHSC_02103	ABD31153.1	conserved hypothetical protein	804	481	685	689	618	40
SAOUHSC_02104	ABD31154.1	conserved hypothetical protein	102	48	92	75	105	13
SAOUHSC_02105	ABD31155.1	conserved hypothetical protein	108	84	77	34	12	4
SAOUHSC_02106	ABD31156.1	conserved hypothetical protein	8094	5678	8744	3000	2914	405
SAOUHSC_02107	ABD31157.1	UDP-N-acetylmuramyl tripeptide synthetase%2C putative	10817	8550	11253	5294	4952	865
SAOUHSC_02108	ABD31158.1	ferritin%2C putative	40136	29922	32991	24861	19106	1111
SAOUHSC_02109	ABD31159.1	conserved hypothetical protein	1336	1186	1128	336	184	5
SAOUHSC_02110	ABD31160.1	conserved hypothetical protein	6834	6253	5014	2469	1805	114
SAOUHSC_02111	ABD31161.1	ImpB/MucB/SamB family superfamily	3584	3907	2723	1892	1517	425
SAOUHSC_02112	ABD31162.1	conserved hypothetical protein	3362	2972	3485	1997	2194	235
SAOUHSC_02113	ABD31163.1	RNA methyltransferase%2C TrmA family%2C putative	5617	5399	4611	3047	3327	337
SAOUHSC_02114	ABD31164.1	conserved hypothetical protein	14891	9891	12018	5516	5139	979
SAOUHSC_02115	ABD31165.1	conserved hypothetical protein	7	8	9	2	2	0
SAOUHSC_02116	ABD31166.1	glutamyl-tRNA(Gln) amidotransferase%2C B subunit	16881	12837	13360	20446	26003	6094
SAOUHSC_02117	ABD31167.1	glutamyl-tRNA(Gln) amidotransferase%2C A subunit	7138	5495	5087	9514	8922	2270
SAOUHSC_02118	ABD31168.1	glutamyl-tRNA(Gln) amidotransferase%2C C subunit	722	578	462	1103	1574	103
SAOUHSC_02119	ABD31169.1	proline uptake protein	5507	4613	4494	8472	10275	2932
SAOUHSC_02121	ABD31170.1	conserved hypothetical protein	7098	4946	5411	8350	10788	1582
SAOUHSC_02122	ABD31171.1	DNA ligase%2C NAD-dependent	7347	5210	5666	7582	9609	1559
SAOUHSC_02123	ABD31172.1	ATP-dependent DNA helicase PcrA	5818	4147	4217	5601	6748	1675
SAOUHSC_02124	ABD31173.1	conserved hypothetical protein	1097	815	759	1422	1643	170
SAOUHSC_02125	ABD31174.1	conserved hypothetical protein	2423	1521	1642	2446	1694	273
SAOUHSC_02126	ABD31175.1	adenylosuccinate lyase	4016	2465	3003	3525	3066	551
SAOUHSC_02127	ABD31176.1	staphopain thiol proteinase	2671	1094	2231	466	526	173
SAOUHSC_02129	ABD31177.1	conserved hypothetical protein	868	268	1060	199	268	33
SAOUHSC_02130	ABD31178.1	conserved hypothetical protein	1017	705	702	885	597	317
SAOUHSC_02131	ABD31179.1	conserved hypothetical protein	2168	1599	1600	2359	2967	349
SAOUHSC_02132	ABD31180.1	NAD+ synthetase	1984	1344	1588	2602	4230	344
SAOUHSC_02133	ABD31181.1	nicotinate phosphoribosyltransferase%2C putative	1486	1040	1191	2111	3863	675
SAOUHSC_02134	ABD31182.1	nitric oxide synthase%2C oxygenase domain%2C putative	1227	895	799	2224	2863	804
SAOUHSC_02135	ABD31183.1	conserved hypothetical protein	1148	768	795	2107	2950	325
SAOUHSC_02136	ABD31184.1	hypothetical protein	794	625	528	370	576	77
SAOUHSC_02137	ABD31185.1	sodium-dependent transporter (huNaDC-1)%2C putative	4080	3481	3055	4464	6272	1622
SAOUHSC_02138	ABD31186.1	conserved hypothetical protein	717	594	509	2245	2287	694
SAOUHSC_02139	ABD31187.1	pyrazinamidase/nicotinamidase%2C putative	9471	7331	6353	13983	23346	1896
SAOUHSC_02140	ABD31188.1	conserved hypothetical protein	23434	17240	16011	26675	25780	3081
SAOUHSC_02141	ABD31189.1	conserved hypothetical protein	17	16	12	13	30	11
SAOUHSC_02142	ABD31190.1	aldehyde dehydrogenase%2C putative	3001	2462	1660	9397	15344	1457
SAOUHSC_02143	ABD31191.1	conserved hypothetical protein	4495	5033	3674	5489	6301	547
SAOUHSC_02144	ABD31192.1	conserved hypothetical protein	4009	4136	2852	1480	1392	331
SAOUHSC_02145	ABD31193.1	conserved hypothetical protein	1371	876	1439	3188	3455	379
SAOUHSC_02146	ABD31194.1	conserved hypothetical protein	755	558	529	1229	2041	223
SAOUHSC_02147	ABD31195.1	conserved hypothetical protein	4460	3108	3488	3676	4860	326
SAOUHSC_02148	ABD31196.1	conserved hypothetical protein	882	605	706	1362	1690	143
SAOUHSC_02149	ABD31197.1	conserved hypothetical protein	513	354	332	1174	1862	153
SAOUHSC_02150	ABD31198.1	conserved hypothetical protein	3439	2536	1798	6877	8391	976
SAOUHSC_02151	ABD31199.1	conserved hypothetical protein	1640	771	1169	1203	1282	132
SAOUHSC_02152	ABD31200.1	ABC transporter%2C ATP-binding protein%2C putative	7144	3346	4168	2484	2375	398
SAOUHSC_02153	ABD31201.1	conserved hypothetical protein	1100	479	999	692	530	43
SAOUHSC_02154	ABD31202.1	ABC transporter%2C ATP-binding protein%2C putative	5975	3169	3489	1816	1237	157
SAOUHSC_02155	ABD31203.1	conserved hypothetical protein	2643	1411	1576	772	607	137
SAOUHSC_02156	ABD31204.1	conserved hypothetical protein	233	126	205	141	94	17
SAOUHSC_02157	ABD31205.1	conserved hypothetical protein	1200	769	601	143	104	76
SAOUHSC_02158	ABD31206.1	conserved hypothetical protein	7784	5865	5995	12017	15284	1192
SAOUHSC_02160	ABD31207.1	conserved hypothetical protein	1424	669	567	841	732	112
SAOUHSC_02161	ABD31208.1	MHC class II analog protein	7577	3821	3202	6055	5493	402
SAOUHSC_02163	ABD31209.1	conserved hypothetical phage protein	1770	1184	759	3417	5916	172
SAOUHSC_02164	ABD31210.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02165	ABD31211.1	hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02166	ABD31212.1	hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02167	ABD31213.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02169	ABD31214.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02170	ABD31215.1	peptidoglycan hydrolase%2C putative	0	0	0	0	0	0
SAOUHSC_02171	ABD31216.1	staphylokinase precursor%2C putative	0	0	0	0	0	0
SAOUHSC_02173	ABD31217.1	amidase	0	0	0	0	0	0
SAOUHSC_02174	ABD31218.1	holin%2C phage phi LC3 family	0	0	0	0	0	0
SAOUHSC_02175	ABD31219.1	hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02176	ABD31220.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02177	ABD31221.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02178	ABD31222.1	phi PVL orf 22-like protein	0	0	0	0	0	0
SAOUHSC_02179	ABD31223.1	conserved hypothetical phage protein	0	0	0	0	0	0
SAOUHSC_02180	ABD31224.1	phage minor structural protein%2C N-terminal region domain protein	0	0	0	0	0	0
SAOUHSC_02181	ABD31225.1	phi PVL orfs 18-19-like protein	0	0	0	0	0	0
